title,rating,date,description,reviewUrl,isVerified,isReviewInIndia,customerName,productSize
Perfect Bathing Companion,5.0,4 May 2024,Skin feels so fresh and supple right from the first use and true to the best ingredients used ..Value for money and perfect bath product . Thanks Nat for bringing to us such an amazing product . The lip balms are jus so Yum !!! My lips feels moturized throughout the day .,https://www.amazon.in/gp/customer-reviews/R182VLG3YQZSGM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Rajo,
Best ayurvedic soap so far,5.0,2 May 2024,"Nat habit soap is the BEST soap we have used so far, with very good fragrance and very subtle on skin. Skin feels refreshing and soft. No dryness is observed.",https://www.amazon.in/gp/customer-reviews/R34YRVXU43X8L1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Ashima Mishra,
It's working on my skin prevents dryness and pimple less,5.0,1 May 2024,Glowing skin and pimple less,https://www.amazon.in/gp/customer-reviews/R3SUONOX4ME8FE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Venkatesh,
Fragrance,5.0,1 May 2024,"The rose product is good. Only the worst part of this soap is it’s smell. The moment I opened, It smelled bit like chokra sabun.",https://www.amazon.in/gp/customer-reviews/RHLXNFMWYAKT6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Kumar,
Best soap ever,5.0,24 April 2024,"I am using this soap from 20 days, Smell is like original sandalwood, This is completely organic product, Bicott chemical soaps, tatally satisfied",https://www.amazon.in/gp/customer-reviews/R22ZZI107RNPG7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,ASHU DUBEY,
Really satisfied with the product.,5.0,23 April 2024,It comes in a really nice packing and the product actually smells good and it has a really nice feel on skin .,https://www.amazon.in/gp/customer-reviews/R3PXS26ZGBPIJ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,False,True,Animesh ,
Good natural soap,5.0,23 April 2024,These days people with sensitive skin prefer natural soap.And it hard to find such natural soap.I happy to get this product.And look forward to buy more in future.Always maintain it's natural essence.Thank you 😊,https://www.amazon.in/gp/customer-reviews/R13RGUQPTWYDCR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Akhila,
Superr,5.0,22 April 2024,Superrr,https://www.amazon.in/gp/customer-reviews/R25MCWKWHQYOUO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Superr,
One of best chemical free soap,5.0,16 April 2024,"This is one of the best soaps i have used.Fragrance 5/5The soap bar is square in shape and slightly bigger to fit in your palm. A rectangular soap bar will be convenient.Although the cost is on higher side, the freshness it provides is worth the money.",https://www.amazon.in/gp/customer-reviews/RIZONBXZ4CZHB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Amazon Customer,
Natural and nourishing,5.0,13 April 2024,"This Turmeric Infused Natural Soap is a game-changer! Its refreshing scent and luxurious lather leave my skin feeling clean and rejuvenated. The turmeric ingredient works wonders, leaving my complexion brighter and smoother. Plus, it's gentle on sensitive skin and free from harsh chemicals. Highly recommend for anyone looking to upgrade their skincare routine!",https://www.amazon.in/gp/customer-reviews/RBF482ZCBYS8A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Vivek,
NAT Habit Review,5.0,8 April 2024,"The frgrance, utility , good for skin , but a bit expensive",https://www.amazon.in/gp/customer-reviews/R2584INQW67LQV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Meena chhichhia,
Nice product,5.0,4 April 2024,Nice product,https://www.amazon.in/gp/customer-reviews/R2YWEZ8AG6H98U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Amazon Customer,
Quality ❤️,5.0,2 April 2024,Small are very good 😊,https://www.amazon.in/gp/customer-reviews/R23DENXG4GVA13/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,Badal Asravat,
Amazing product,5.0,1 April 2024,Nice moisturizing soapSomething that i was looking for,https://www.amazon.in/gp/customer-reviews/R1AU4EKZ67JZPN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLYBV5V,True,True,libraopal,
Waste of Money 😔,1.0,9 November 2024,Nothing special... So bad...,https://www.amazon.in/gp/customer-reviews/R5XIZHGURB0Z4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Sourav Das,
Very nice soaps,4.0,3 October 2024,I really liked these soaps. I used them and found them to be very good to the skin with no added perfume. The only reason I with-held one star is because they get very soft after use. But overall very happy and will buy again.,https://www.amazon.in/gp/customer-reviews/R2ZG6C3W4W6L4I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Amazon Customer,
Turmeric Soap,4.0,17 September 2024,Good and value for money,https://www.amazon.in/gp/customer-reviews/R2I9PE5HQYTZMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Placeholder,
Love it,4.0,12 September 2024,Love the soap.. it smells amazing,https://www.amazon.in/gp/customer-reviews/R1FKV5SSK87DGY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,soni Kachhap,
Great Great Great,5.0,18 September 2024,A gentle soap with fantastic smell,https://www.amazon.in/gp/customer-reviews/R1ANKIGKF0AL72/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Aditya  Nath,
Very Soothing,5.0,4 August 2024,Very Refreshing,https://www.amazon.in/gp/customer-reviews/R3720JWSZX5JHS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,DR RAKESH KUMAR SINGH,
"Nice product, good cleaning, good feel, good conditioning of skin after bath.",5.0,18 July 2024,"Nice product, used once, will share after continues use also, after bath results are perfect",https://www.amazon.in/gp/customer-reviews/R17O50ZILDKYHL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Sanjeev Yadav,
"Quality, value, natural",5.0,16 July 2024,"Top quality soap, love the products ✨🤍🙏",https://www.amazon.in/gp/customer-reviews/R29G6EVAJECJX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Leroy greene,
Nat habit soaps are very nice,5.0,17 June 2024,,https://www.amazon.in/gp/customer-reviews/RGC9ZTYT0Y09X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,divyasambana,
Soap,5.0,13 June 2024,Very nice soap amazing,https://www.amazon.in/gp/customer-reviews/R1KCWH1XMK7C3G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Namita Kamble,
Good,5.0,6 May 2024,Good,https://www.amazon.in/gp/customer-reviews/R1NKTHD92T0TRI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MLWFP2G,True,True,Mirwajahatali,
Causes itching in humidty and then dandruff.,1.0,14 November 2024,"After using one month .iam writing this review,in humidty this oil  causes itching on my scalp and then I face dandruff issue.so now i stop using this.",https://www.amazon.in/gp/customer-reviews/R1AY454LJ4INPO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Priya,
Koi acha nahi hai bakwas oil hai ye oil ke baad or jiyada hair fall ho gaya hai,1.0,18 September 2024,Nahi Lena ye dil kharab hai or jiyada hair fall hoga,https://www.amazon.in/gp/customer-reviews/R33LP26IW8YNET/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Kusum a kanjani,
Worst product,1.0,14 September 2024,"Worst hair oil, after second use I experienced a hair fall that was not normal . More than 500 hair per day. I will not recommend any one . Don’t use it if you want to save your rest of the hairs",https://www.amazon.in/gp/customer-reviews/R2E0KHKJR92UM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Priti Yadav,
Not suitable for my hair I have irritation and red patches on my scalp after using it,1.0,7 September 2024,"I have too much irritation after using it,too sticky, have too take antiallergic tabletSuggest not to buy it",https://www.amazon.in/gp/customer-reviews/R27YESSUF5UF4W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,prachi,
Useless,1.0,3 August 2024,Waste of money.,https://www.amazon.in/gp/customer-reviews/R7KFN4VKIB0S7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Neeraja,
Quantity is less,1.0,22 July 2024,Disappointed with the quantity. The bottle is only 3/4th while received. Also only two three leaves are there so highly doubt on its authenticity .,https://www.amazon.in/gp/customer-reviews/R18V6OYZXMKY3A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,praveen,
Heavily marked. Not worth,1.0,12 July 2024,Poor product.  Hair fall increase.  Make hair dry,https://www.amazon.in/gp/customer-reviews/R2O0R2B1XYYWAT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Upasana,
Bad product,1.0,7 July 2024,My husband used this twice & he was feeling itching in scalp so stopped using it. Absolutely waste of money.,https://www.amazon.in/gp/customer-reviews/R1O7FL156KM53E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Savita,
Worst,1.0,2 April 2024,Please don't buy the product because I use this product about 2 weeks and the result is my are turning into white so I checked the oil with HCl thne the result is oil turn into Black colour so you think that the oil is making totally chemical so I request please don't buy this product for lovely hair.,https://www.amazon.in/gp/customer-reviews/R116AT2V589XFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Placeholder,
Worst product,1.0,11 March 2024,This product increases the cold level on the body..and I have got infection in my left eye after using this...,https://www.amazon.in/gp/customer-reviews/R1L1SW2B2I090T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Ashis Sahoo,
"Not working, very sticky",1.0,10 September 2023,"Purchase from there website, not working for hair fall hair loss, after some days oil get bad smells, 1St was very nice harbal fregrece। very sticky । but after use you can get mild cooling and relaxing effect on your head, good sleeping। not working for hair loss",https://www.amazon.in/gp/customer-reviews/R1OPJ047E3RTV3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,False,True,Diptomaan ray,
Extremely low quality,1.0,23 May 2023,"Extremely low quality product with all marketing hypeLike other new age ayurveda startups, this is also not goodStick to Kama and Forest Essentials",https://www.amazon.in/gp/customer-reviews/RVQIHRNSXMXB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,False,True,Research Consumer,
Not effective,1.0,12 June 2022,"I have purchased this for my brother, but this oil change color after week.. and also find fungus at bottom of bottle.. I can't noticed any change on scalp and hairs too...And yes, its very very costly too...",https://www.amazon.in/gp/customer-reviews/R2PXNE8L4V4LFZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,False,True,Jigna Jani,
Not worthy,1.0,8 March 2022,I purchased this oil with lot of hopes..Oil is so thick and very sticky.I was neither able to control my hair fall nor noticed any difference in hair texture or hair growth 👎,https://www.amazon.in/gp/customer-reviews/R1CBOL9NLZO263/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,False,True,RYRS,
Quantity,2.0,13 October 2024,"The bottle is not completely filled, it’s less than what’s advertised in the product image",https://www.amazon.in/gp/customer-reviews/R5ZTXD189CDE6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Amazon Customer,
Not sure,2.0,26 September 2024,"Used the whole bottle but not sure if it works on grey hair, hairfall or dandruff.",https://www.amazon.in/gp/customer-reviews/R1XNFU5GLFTXUS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Mita patel,
Too Expensive,2.0,12 September 2024,We make it at home.just we need to spend some time.,https://www.amazon.in/gp/customer-reviews/R1EE9SSP4K2ZBV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Kishore Gorle,
No effect,2.0,3 September 2024,This doesn't deliver what it says it does. Hair fall has increased after using this oil. Not much difference especially for dry frizzy hair.,https://www.amazon.in/gp/customer-reviews/R5HMOXQQI20HA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,thomas george,
3/4 bottle with herbs quantity,2.0,17 August 2024,Hadnt expected that less for the price it says 100 ml thou hoping for will work well thou.,https://www.amazon.in/gp/customer-reviews/R2QEEZEZFTPF6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,agarwal ,
The quantity is very less for the cost,2.0,5 August 2024,"The quantity is very less for the cost, its ok overall,",https://www.amazon.in/gp/customer-reviews/RZ0P1SS2O8MF8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Singh,
Not for High Porosity hair,2.0,4 March 2024,"Thought it would work, applied over night, it's thick and sticky, hair became frizzy after wash, got more proned to tangling.",https://www.amazon.in/gp/customer-reviews/R3DACOLLTBPEN0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Neeroja Rahaman,
Quantity is less but quality is good👍😊,3.0,30 August 2024,The quantity is less as compared to the price but the. Product is genuine. Helps in hair regrowth and hairfall reduction!,https://www.amazon.in/gp/customer-reviews/R271H7L14YX52K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Vaishnavi tyagi,
Produt package,3.0,13 August 2024,Broken product,https://www.amazon.in/gp/customer-reviews/R2WF3AMLPDQV11/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Komal jain,
Good one,3.0,19 June 2024,"It's a good oil to nourish your hair. Good for summer use too. But not sure about the new hair growth claim, as it didn't work for me.",https://www.amazon.in/gp/customer-reviews/R8ZRPKWL19RPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Ranobijoy Das,
Good results,3.0,28 May 2024,It works I'm using since 3 months,https://www.amazon.in/gp/customer-reviews/R3BRA1BPNOENV2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Preeti Rajauria,
good,3.0,8 March 2024,good for hair,https://www.amazon.in/gp/customer-reviews/R1Y7EO8VCPSE0P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,ROHIT KUMAR,
Good product,4.0,28 January 2025,Good product,https://www.amazon.in/gp/customer-reviews/ROTETLXNC94F2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,GP Joshipura,
Fragrance is good,4.0,15 January 2025,I have been using for 6 months and i can say i have not gone bald or i have not grown new hair. Its for maintenance i guess. I like the fragrance and good for conditioning the hair. I'm a guy growing long hair.,https://www.amazon.in/gp/customer-reviews/R10IA9OKV3Q4S5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,VENKATARAMANI G,
"Yes, it's a Good product",4.0,2 October 2024,I want to ask nat habit team for a delight:D. Send me a surprise gift.,https://www.amazon.in/gp/customer-reviews/R1KZAHIIIZHRGG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Buban,
Good,4.0,8 September 2024,Using it result will review later,https://www.amazon.in/gp/customer-reviews/R2AX2SZ9OZ5X2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,T Sonowal,
Effectiveness,4.0,27 August 2024,I am using it for last 15 days with nathabitShampoo and I am quite satisfied,https://www.amazon.in/gp/customer-reviews/RU4YWAUZJH56Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Musfirah,
Good quality,4.0,23 August 2024,"Feels like a natural product , let's hope for better results",https://www.amazon.in/gp/customer-reviews/R3BGHWC6JC71OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,kartik,
Good but small botel,4.0,9 August 2024,"Very good  fregenc,  andPure necharl TX.",https://www.amazon.in/gp/customer-reviews/R1Z71HUXGQXV9V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Sanjay. V parmar,
Natural,4.0,19 July 2024,Good,https://www.amazon.in/gp/customer-reviews/R18A12YV9PNZ77/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Namita B.,
Nourishment for hair,4.0,18 July 2024,This product is good.my hair get smoother,https://www.amazon.in/gp/customer-reviews/R25IQ97SR8Q4XF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,rippal,
Amazing smell,4.0,17 July 2024,I have no idea about hair growth as i used it only once but it did make my hair smooth and has unbelievably good smell.,https://www.amazon.in/gp/customer-reviews/RX5V1WZN0VGHQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Amazon Customer,
Benefits of nathabit hairoil.,4.0,14 July 2024,"Yes, did use it. It's good enough. Helping in reducing hair fall and improves texture also.",https://www.amazon.in/gp/customer-reviews/R2IYSFY0ONR6C8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Amita Rehu,
It's wonderful I'm really delighted to use this,4.0,11 July 2024,It's amazing and worth buying,https://www.amazon.in/gp/customer-reviews/R2M9FSC06EK5DK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Pinky,
Awesome product...,4.0,6 July 2024,Really....I m happy for this product.. it's really value for money.... it's texture is so good....,https://www.amazon.in/gp/customer-reviews/R1IOQ6KOP8EACZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,madhurima banerjee,
Nourishes hair,4.0,24 June 2024,"No sticky, smells good overall good product",https://www.amazon.in/gp/customer-reviews/R3K7XEN1F6GR7Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Raksha,
It’s so natural,4.0,24 June 2024,It is useful for hair,https://www.amazon.in/gp/customer-reviews/R3MT5WHXVYJK5K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Dinesh,
Sticky oil,4.0,22 June 2024,Very sticky oil....i purchased because of hibiscus which would help  hair loss in the temple area. You can't leave in as it is sticky.,https://www.amazon.in/gp/customer-reviews/RNRVS1UF95HHL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Ranjani,
Packaging is good and product looks promising.,4.0,19 June 2024,Packaging is good and product looks promising,https://www.amazon.in/gp/customer-reviews/R1BGAECK871N1I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C8D3BXVM,True,True,Donna,
